,movie_name,year,runtime,genre,rating,votes,gross(in $)
10303,Inception,2010,148 min,adventure,8.8,2373682.0,292576195.0
10304,Spider-Man: No Way Home,2021,148 min,adventure,8.2,770492.0,804747988.0
10305,Gladiator,2000,155 min,adventure,8.5,1512747.0,187705427.0
10306,Avengers: Endgame,2019,181 min,adventure,8.4,1148100.0,858373000.0
10307,Arctic,2018,98 min,adventure,6.8,54313.0,2410795.0
10308,Puss in Boots,2011,90 min,adventure,6.6,173008.0,149260504.0
10309,Raiders of the Lost Ark,1981,115 min,adventure,8.4,974011.0,248159971.0
10310,Independence Day,1996,145 min,adventure,7.0,580884.0,306169255.0
10311,Inglourious Basterds,2009,153 min,adventure,8.3,1464903.0,120540719.0
10312,No Time to Die,2021,163 min,adventure,7.3,409290.0,160869031.0
10313,Harry Potter and the Goblet of Fire,2005,157 min,adventure,7.7,636066.0,290013036.0
10314,The Suicide Squad,2021,132 min,adventure,7.2,359784.0,55817425.0
10315,The Mummy,1999,124 min,adventure,7.1,436705.0,155247825.0
10316,Back to the Future,1985,116 min,adventure,8.5,1217078.0,210609762.0
10317,Jurassic Park,1993,127 min,adventure,8.2,998360.0,402453882.0
10318,Kingsman: The Golden Circle,2017,141 min,adventure,6.7,334948.0,100234838.0
10319,The Goonies,1985,114 min,adventure,7.7,279416.0,61503218.0
10320,Willow,1988,126 min,adventure,7.2,125340.0,57269863.0
10321,The Grand Budapest Hotel,2014,99 min,adventure,8.1,821639.0,59100318.0
10322,Edge of Tomorrow,2014,113 min,adventure,7.9,687691.0,100206256.0
10323,Dances with Wolves,1990,181 min,adventure,8.0,270548.0,184208848.0
10324,The Lord of the Rings: The Return of the King,2003,201 min,adventure,9.0,1860374.0,377845905.0
10325,Sing 2,2021,110 min,adventure,7.4,71872.0,162790990.0
10326,The Blue Lagoon,1980,104 min,adventure,5.8,72320.0,58853106.0
10327,The Hunger Games: Catching Fire,2013,146 min,adventure,7.5,672299.0,424668047.0
10328,Eternals,2021,156 min,adventure,6.3,348052.0,164870234.0
10329,Harry Potter and the Deathly Hallows: Part 2,2011,130 min,adventure,8.1,885463.0,381011219.0
10330,Guardians of the Galaxy,2014,121 min,adventure,8.0,1189915.0,333176600.0
10331,The Princess Bride,1987,98 min,adventure,8.0,431599.0,30857814.0
10332,Mad Max: Fury Road,2015,120 min,adventure,8.1,1013606.0,154058340.0
10333,Free Guy,2021,115 min,adventure,7.1,377893.0,121626598.0
10334,Harry Potter and the Prisoner of Azkaban,2004,142 min,adventure,7.9,644151.0,249358727.0
10335,Star Wars,1977,121 min,adventure,8.6,1374568.0,322740140.0
10336,GoldenEye,1995,130 min,adventure,7.2,260551.0,106600000.0
10337,Harry Potter and the Chamber of Secrets,2002,161 min,adventure,7.4,645233.0,261988482.0
10338,Suicide Squad,2016,123 min,adventure,5.9,692080.0,325100054.0
10339,Deliverance,1972,109 min,adventure,7.7,112173.0,7056013.0
10340,Avengers: Infinity War,2018,149 min,adventure,8.4,1095301.0,678815482.0
10341,Wonder Woman 1984,2020,151 min,adventure,5.4,272614.0,46370364.0
10342,Deadpool 2,2018,119 min,adventure,7.7,591647.0,324591735.0
10343,Kingsman: The Secret Service,2014,129 min,adventure,7.7,675476.0,128261724.0
10344,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143 min,adventure,8.1,1137362.0,305413918.0
10345,Ant-Man and the Wasp,2018,118 min,adventure,7.0,410304.0,216648740.0
10346,The Lord of the Rings: The Two Towers,2002,179 min,adventure,8.8,1679818.0,342551365.0
10347,Indiana Jones and the Last Crusade,1989,127 min,adventure,8.2,761587.0,197171806.0
10348,Mission: Impossible - Fallout,2018,147 min,adventure,7.7,338316.0,220159104.0
10349,Rogue One: A Star Wars Story,2016,133 min,adventure,7.8,647255.0,532177324.0
10350,Spirited Away,2001,125 min,adventure,8.6,772809.0,10055859.0
10351,The Man from U.N.C.L.E.,2015,116 min,adventure,7.2,315020.0,45445109.0
10352,Stand by Me,1986,89 min,adventure,8.1,409545.0,52287414.0
10353,Spider-Man: Into the Spider-Verse,2018,117 min,adventure,8.4,541462.0,190241310.0
10354,Ready Player One,2018,140 min,adventure,7.4,443870.0,137690172.0
10355,Harry Potter and the Order of the Phoenix,2007,138 min,adventure,7.5,590824.0,292004738.0
10356,Spider-Man,2002,121 min,adventure,7.4,826095.0,403706375.0
10357,Aliens,1986,137 min,adventure,8.4,723705.0,85160248.0
10358,The Lion King,1994,88 min,adventure,8.5,1067916.0,422783777.0
10359,The Fifth Element,1997,126 min,adventure,7.6,479782.0,63540020.0
10360,Oblivion,2013,124 min,adventure,7.0,532260.0,89021735.0
10361,Harry Potter and the Deathly Hallows: Part 1,2010,146 min,adventure,7.7,557701.0,295983305.0
10362,Casino Royale,2006,144 min,adventure,8.0,664141.0,167445960.0
10363,Almost Famous,2000,122 min,adventure,7.9,280337.0,32534850.0
10364,2001: A Space Odyssey,1968,149 min,adventure,8.3,675295.0,56954992.0
10365,Shrek,2001,90 min,adventure,7.9,687752.0,267665011.0
10366,The Day After Tomorrow,2004,124 min,adventure,6.4,454986.0,186740799.0
10367,War of the Worlds,2005,116 min,adventure,6.5,454606.0,234280354.0
10368,Man of Steel,2013,143 min,adventure,7.1,777959.0,291045518.0
10369,Captain America: The First Avenger,2011,124 min,adventure,6.9,853045.0,176654505.0
10370,Shazam!,2019,132 min,adventure,7.0,345790.0,140371656.0
10371,Indiana Jones and the Temple of Doom,1984,118 min,adventure,7.5,495242.0,179870271.0
10372,Cars,2006,117 min,adventure,7.2,429847.0,244082982.0
10373,Apocalypto,2006,139 min,adventure,7.8,316817.0,50866635.0
10374,Star Wars: The Rise Of Skywalker,2019,141 min,adventure,6.5,458091.0,515202542.0
10375,"The Good, the Bad and the Ugly",1966,178 min,adventure,8.8,767374.0,6100000.0
10376,Ghostbusters: Afterlife,2021,124 min,adventure,7.1,186697.0,129360575.0
10377,The Martian,2015,144 min,adventure,8.0,865215.0,228433663.0
10378,Harry Potter and the Half-Blood Prince,2009,153 min,adventure,7.6,554044.0,301959197.0
10379,Moana,2016,107 min,adventure,7.6,343025.0,248757044.0
10380,Scooby-Doo,2002,86 min,adventure,5.2,116740.0,153288182.0
10381,Vacation,2015,99 min,adventure,6.1,114944.0,58884188.0
10382,Idiocracy,2006,84 min,adventure,6.5,167228.0,438653.0
10383,The Rock,1996,136 min,adventure,7.4,342892.0,134069511.0
10384,Ratatouille,2007,111 min,adventure,8.1,748834.0,206445654.0
10385,Black Widow,2021,134 min,adventure,6.7,385960.0,183651655.0
10386,Shang-Chi and the Legend of the Ten Rings,2021,132 min,adventure,7.4,389332.0,224543292.0
10387,Frozen,2013,102 min,adventure,7.4,632030.0,400738009.0
10388,Hook,1991,142 min,adventure,6.8,259197.0,119654823.0
10389,The Revenant,2015,156 min,adventure,8.0,814804.0,183637894.0
10390,You Only Live Twice,1967,117 min,adventure,6.8,111800.0,43084787.0
10391,Divergent,2014,139 min,adventure,6.6,466121.0,150947895.0
10392,Star Wars: Episode I - The Phantom Menace,1999,136 min,adventure,6.5,813516.0,474544677.0
10393,Zootopia,2016,108 min,adventure,8.0,506562.0,341268248.0
10394,Flushed Away,2006,85 min,adventure,6.6,129560.0,64665672.0
10395,Transformers,2007,144 min,adventure,7.0,644822.0,319246193.0
10396,National Treasure,2004,131 min,adventure,6.9,338858.0,173008894.0
10397,Star Wars: Episode VII - The Force Awakens,2015,138 min,adventure,7.8,937714.0,936662225.0
10398,Mission: Impossible,1996,110 min,adventure,7.1,432805.0,180981856.0
10399,Jaws,1975,124 min,adventure,8.1,613973.0,260000000.0
10400,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143 min,adventure,6.9,405171.0,291709845.0
10401,Toy Story,1995,81 min,adventure,8.3,1002538.0,191796233.0
10402,Iron Man,2008,126 min,adventure,7.9,1067971.0,318412101.0
10403,From Russia with Love,1963,115 min,adventure,7.4,137609.0,24796765.0
10404,Inside Out,2015,95 min,adventure,8.2,722574.0,356461711.0
10405,Prometheus,2012,124 min,adventure,7.0,615727.0,126477084.0
10406,Beauty and the Beast,2017,129 min,adventure,7.1,314431.0,504014165.0
10407,Kung Fu Panda,2008,92 min,adventure,7.6,479025.0,215434591.0
10408,2012,2009,158 min,adventure,5.8,382396.0,166112167.0
10409,Goldfinger,1964,110 min,adventure,7.7,193468.0,51081062.0
10410,The Hunger Games: Mockingjay - Part 2,2015,137 min,adventure,6.5,333896.0,281723902.0
10411,Labyrinth,1986,101 min,adventure,7.3,140715.0,12729917.0
10412,World War Z,2013,116 min,adventure,7.0,676411.0,202359711.0
10413,Annihilation,2018,115 min,adventure,6.8,332822.0,32732301.0
10414,Tron: Legacy,2010,125 min,adventure,6.8,341820.0,172062763.0
10415,Jurassic World: Fallen Kingdom,2018,128 min,adventure,6.1,321889.0,417719760.0
10416,Thor: Ragnarok,2017,130 min,adventure,7.9,761745.0,315058289.0
10417,Wonder Woman,2017,141 min,adventure,7.4,665310.0,412563408.0
10418,Kingdom of Heaven,2005,144 min,adventure,7.2,293295.0,47398413.0
10419,Howl's Moving Castle,2004,119 min,adventure,8.2,401691.0,4711096.0
10420,Alita: Battle Angel,2019,122 min,adventure,7.3,273749.0,85710210.0
10421,Men in Black,1997,98 min,adventure,7.3,576229.0,250690539.0
10422,Coco,2017,105 min,adventure,8.4,518307.0,209726015.0
10423,Aquaman,2018,143 min,adventure,6.8,481532.0,335061807.0
10424,Fast & Furious Presents: Hobbs & Shaw,2019,137 min,adventure,6.5,216997.0,173956935.0
10425,Shrek 2,2004,93 min,adventure,7.3,472492.0,436471036.0
10426,The Hobbit: The Battle of the Five Armies,2014,144 min,adventure,7.4,540315.0,255119788.0
10427,Fantastic Mr. Fox,2009,87 min,adventure,7.9,238201.0,21002919.0
10428,Batman v Superman: Dawn of Justice,2016,151 min,adventure,6.4,705173.0,330360194.0
10429,Thunderball,1965,130 min,adventure,6.9,120852.0,63600000.0
10430,Spider-Man: Homecoming,2017,133 min,adventure,7.4,666223.0,334201140.0
10431,Guardians of the Galaxy Vol. 2,2017,136 min,adventure,7.6,690770.0,389813101.0
10432,Jumanji: Welcome to the Jungle,2017,119 min,adventure,6.9,388565.0,404515480.0
10433,Predator,1987,107 min,adventure,7.8,428940.0,59735548.0
10434,The Lion King,2019,118 min,adventure,6.8,249227.0,543638043.0
10435,Toy Story 4,2019,100 min,adventure,7.7,255983.0,434038008.0
10436,Into the Wild,2007,148 min,adventure,8.1,628558.0,18354356.0
10437,Star Wars: Episode V - The Empire Strikes Back,1980,124 min,adventure,8.7,1302151.0,290475067.0
10438,Armageddon,1998,151 min,adventure,6.7,431479.0,201573391.0
10439,Love and Monsters,2020,109 min,adventure,6.9,131262.0,1070714.0
10440,The Hunger Games: Mockingjay - Part 1,2014,123 min,adventure,6.6,462485.0,337135885.0
10441,Transformers: The Last Knight,2017,154 min,adventure,5.2,155328.0,130168683.0
10442,The Wandering Earth,2019,125 min,adventure,5.9,32574.0,5875487.0
10443,Jurassic World,2015,124 min,adventure,6.9,649327.0,652270625.0
10444,Dune,1984,137 min,adventure,6.3,163993.0,30925690.0
10445,Star Wars: Episode VI - Return of the Jedi,1983,131 min,adventure,8.3,1062181.0,309125409.0
10446,Hercules,1997,93 min,adventure,7.3,236402.0,99046791.0
10447,Avengers: Age of Ultron,2015,141 min,adventure,7.3,872228.0,459005868.0
10448,Starship Troopers,1997,129 min,adventure,7.3,300663.0,54814377.0
10449,Quantum of Solace,2008,106 min,adventure,6.6,453757.0,168368427.0
10450,X-Men,2000,104 min,adventure,7.3,621448.0,157299717.0
10451,E.T.,1982,115 min,adventure,7.9,415546.0,435110554.0
10452,WALL·E,2008,98 min,adventure,8.4,1125637.0,223808164.0
10453,Skyfall,2012,143 min,adventure,7.8,703338.0,304360277.0
10454,Tomorrow Never Dies,1997,119 min,adventure,6.5,197384.0,125332007.0
10455,Total Recall,1990,113 min,adventure,7.5,336224.0,119394840.0
10456,The Wizard of Oz,1939,102 min,adventure,8.1,405063.0,2076020.0
10457,A Knight's Tale,2001,132 min,adventure,6.9,190661.0,56569702.0
10458,Up,2009,96 min,adventure,8.3,1053216.0,293004164.0
10459,The Incredibles,2004,115 min,adventure,8.0,747357.0,261441092.0
10460,Fantastic Beasts and Where to Find Them,2016,132 min,adventure,7.2,481949.0,234037575.0
10461,Mission: Impossible - Rogue Nation,2015,131 min,adventure,7.4,378784.0,195042377.0
10462,Finding Nemo,2003,100 min,adventure,8.2,1052394.0,380843261.0
10463,Justice League,2017,120 min,adventure,6.1,457649.0,229024295.0
10464,Terminator: Dark Fate,2019,128 min,adventure,6.2,181371.0,62253077.0
10465,George of the Jungle,1997,92 min,adventure,5.5,80211.0,105263257.0
10466,The Impossible,2012,114 min,adventure,7.5,227736.0,19019882.0
10467,Charlie and the Chocolate Factory,2005,115 min,adventure,6.7,489786.0,206459076.0
10468,Aladdin,2019,128 min,adventure,6.9,270817.0,355559216.0
10469,Star Trek,2009,127 min,adventure,7.9,607007.0,257730019.0
10470,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129 min,adventure,6.5,317985.0,172558876.0
10471,Robin Hood: Prince of Thieves,1991,143 min,adventure,6.9,197794.0,165500000.0
10472,Tangled,2010,100 min,adventure,7.7,460917.0,200821936.0
10473,Percy Jackson & the Olympians: The Lightning Thief,2010,118 min,adventure,5.8,191921.0,88761720.0
10474,Batman,1989,126 min,adventure,7.5,382221.0,251188924.0
10475,Captain Marvel,2019,123 min,adventure,6.8,567884.0,426829839.0
10476,Austin Powers: International Man of Mystery,1997,89 min,adventure,7.0,244665.0,53883989.0
10477,The Secret Life of Walter Mitty,2013,114 min,adventure,7.3,322417.0,58236838.0
10478,The Mummy Returns,2001,130 min,adventure,6.4,330552.0,202019785.0
10479,The Princess and the Frog,2009,97 min,adventure,7.1,149880.0,104400899.0
10480,Stardust,2007,127 min,adventure,7.6,275498.0,38634938.0
10481,"Monsters, Inc.",2001,92 min,adventure,8.1,918097.0,289916256.0
10482,Mortal Kombat,2021,110 min,adventure,6.0,177108.0,42201013.0
10483,Mad Max,1979,88 min,adventure,6.8,210752.0,8750000.0
10484,Romancing the Stone,1984,106 min,adventure,6.9,96833.0,76572238.0
10485,Star Wars: Episode VIII - The Last Jedi,2017,152 min,adventure,6.9,638906.0,620181382.0
10486,Star Wars: Episode III - Revenge of the Sith,2005,140 min,adventure,7.6,799964.0,380262555.0
10487,"O Brother, Where Art Thou?",2000,107 min,adventure,7.7,316858.0,45512588.0
10488,Cruella,2021,134 min,adventure,7.3,238805.0,86103234.0
10489,The Mosquito Coast,1986,117 min,adventure,6.6,29707.0,14302779.0
10490,The Happening,2008,91 min,adventure,5.0,209859.0,64506874.0
10491,Enchanted,2007,107 min,adventure,7.1,208284.0,127807262.0
10492,Mission: Impossible - Ghost Protocol,2011,132 min,adventure,7.4,495999.0,209397903.0
10493,Cast Away,2000,143 min,adventure,7.8,600061.0,233632142.0
10494,Dr. No,1962,110 min,adventure,7.2,170409.0,16067035.0
10495,How to Train Your Dragon,2010,98 min,adventure,8.1,748554.0,217581231.0
10496,The Last Airbender,2010,103 min,adventure,4.0,165846.0,131564731.0
10497,Ad Astra,2019,123 min,adventure,6.5,240628.0,50188370.0
10498,Super Mario Bros.,1993,104 min,adventure,4.1,56229.0,20915465.0
10499,Speed,1994,116 min,adventure,7.3,369691.0,121248145.0
10500,Cloverfield,2008,85 min,adventure,7.0,404292.0,80048433.0
10501,Solo: A Star Wars Story,2018,135 min,adventure,6.9,353457.0,213767512.0
10502,Spectre,2015,148 min,adventure,6.8,446089.0,200074175.0
10503,Doctor Strange,2016,115 min,adventure,7.5,752009.0,232641920.0
10504,Tomb Raider,2018,119 min,adventure,6.3,217394.0,58250803.0
10505,Iron Man Three,2013,130 min,adventure,7.1,858149.0,409013994.0
10506,Lawrence of Arabia,1962,218 min,adventure,8.3,296933.0,44824144.0
10507,The Parent Trap,1998,128 min,adventure,6.6,142022.0,66308518.0
10508,Riddick,2013,119 min,adventure,6.4,169556.0,42025135.0
10509,28 Weeks Later,2007,100 min,adventure,6.9,280540.0,28638916.0
10510,Stargate,1994,116 min,adventure,7.0,194450.0,71565669.0
10511,Cloudy with a Chance of Meatballs,2009,90 min,adventure,6.9,238610.0,124870275.0
10512,"Crouching Tiger, Hidden Dragon",2000,120 min,adventure,7.9,272211.0,128078872.0
10513,The Last of the Mohicans,1992,112 min,adventure,7.7,174240.0,75505856.0
10514,Holes,2003,117 min,adventure,7.0,92010.0,67406573.0
10515,Alice in Wonderland,2010,108 min,adventure,6.4,420695.0,334191110.0
10516,X-Men: Apocalypse,2016,144 min,adventure,6.9,440539.0,155442489.0
10517,Men in Black 3,2012,106 min,adventure,6.8,368312.0,179020854.0
10518,Spider-Man 3,2007,139 min,adventure,6.3,598454.0,336530303.0
10519,Robin Hood: Men in Tights,1993,104 min,adventure,6.7,129167.0,35739755.0
10520,Valerian and the City of a Thousand Planets,2017,136 min,adventure,6.4,184901.0,41189488.0
10521,Zoom,2006,83 min,adventure,4.3,21693.0,11631245.0
10522,Game Night,2018,100 min,adventure,6.9,239542.0,69179066.0
10523,Spaceballs,1987,96 min,adventure,7.1,194621.0,38119483.0
10524,Indiana Jones and the Kingdom of the Crystal Skull,2008,122 min,adventure,6.2,460060.0,317101119.0
10525,Captain America: The Winter Soldier,2014,136 min,adventure,7.8,854167.0,259766572.0
10526,Deep Blue Sea,1999,105 min,adventure,5.9,135982.0,73648142.0
10527,Trolls,2016,92 min,adventure,6.4,84273.0,153707064.0
10528,Night at the Museum,2006,108 min,adventure,6.4,355422.0,250863268.0
10529,Sherlock Holmes,2009,128 min,adventure,7.6,641133.0,209028679.0
10530,First Blood,1982,93 min,adventure,7.7,257935.0,47212904.0
10531,Fantastic Beasts: The Crimes of Grindelwald,2018,134 min,adventure,6.5,288589.0,159555901.0
10532,Sausage Party,2016,89 min,adventure,6.1,198288.0,97685686.0
10533,Superman,1978,143 min,adventure,7.4,177943.0,134218018.0
10534,Aladdin,1992,90 min,adventure,8.0,427459.0,217350219.0
10535,Jumanji,1995,104 min,adventure,7.0,352469.0,100475249.0
10536,Spider-Man: Far from Home,2019,129 min,adventure,7.4,502168.0,390532085.0
10537,Pirates of the Caribbean: Dead Man's Chest,2006,151 min,adventure,7.3,727169.0,423315812.0
10538,The Mummy,2017,110 min,adventure,5.4,193552.0,80101125.0
10539,San Andreas,2015,114 min,adventure,6.1,242203.0,155190832.0
10540,Toy Story 3,2010,103 min,adventure,8.3,843295.0,415004880.0
10541,The Amazing Spider-Man,2012,136 min,adventure,6.9,663418.0,262030663.0
10542,Legend,1985,94 min,adventure,6.3,68026.0,15502112.0
10543,King Kong,2005,187 min,adventure,7.2,428808.0,218080025.0
10544,Incredibles 2,2018,118 min,adventure,7.6,302726.0,608581744.0
10545,Jumanji: The Next Level,2019,123 min,adventure,6.7,256717.0,316831246.0
10546,Thelma & Louise,1991,130 min,adventure,7.5,159002.0,45361000.0
10547,Mulan,1998,87 min,adventure,7.6,293662.0,120620254.0
10548,Star Wars: Episode II - Attack of the Clones,2002,142 min,adventure,6.6,719027.0,310675583.0
10549,Chef,2014,114 min,adventure,7.3,219637.0,30640336.0
10550,Venom,2018,112 min,adventure,6.6,493655.0,213515506.0
10551,Star Trek Beyond,2016,122 min,adventure,7.0,249158.0,158848340.0
10552,Gods of Egypt,2016,127 min,adventure,5.4,119458.0,31153464.0
10553,Cinderella,2015,105 min,adventure,6.9,180255.0,201151353.0
10554,The Hunt for Red October,1990,135 min,adventure,7.5,204524.0,122012643.0
10555,The Beach,2000,119 min,adventure,6.6,242842.0,39785027.0
10556,Masters of the Universe,1987,106 min,adventure,5.3,41909.0,17336370.0
10557,Escape Room,2019,99 min,adventure,6.4,126395.0,57005601.0
10558,Charlie's Angels,2019,118 min,adventure,4.9,75232.0,17803077.0
10559,The Magnificent Seven,1960,128 min,adventure,7.7,96868.0,4905000.0
10560,Mission: Impossible II,2000,123 min,adventure,6.1,347930.0,215409889.0
10561,The Descent,2005,99 min,adventure,7.2,229770.0,26024456.0
10562,Logan's Run,1976,119 min,adventure,6.8,57997.0,25000000.0
10563,Escape from New York,1981,99 min,adventure,7.1,146442.0,25244700.0
10564,X-Men: Dark Phoenix,2019,113 min,adventure,5.7,190977.0,65845974.0
10565,The World Is Not Enough,1999,128 min,adventure,6.4,203393.0,126943684.0
10566,King Arthur: Legend of the Sword,2017,126 min,adventure,6.7,220673.0,39175066.0
10567,Life of Pi,2012,127 min,adventure,7.9,637826.0,124987023.0
10568,Despicable Me,2010,95 min,adventure,7.6,553741.0,251513985.0
10569,The Count of Monte Cristo,2002,131 min,adventure,7.7,140439.0,54234062.0
10570,Men in Black II,2002,88 min,adventure,6.1,381299.0,190418803.0
10571,The Lego Movie,2014,100 min,adventure,7.7,361313.0,257760692.0
10572,The Incredible Hulk,2008,112 min,adventure,6.6,498397.0,134518390.0
10573,Smokey and the Bandit,1977,96 min,adventure,6.9,52232.0,126737428.0
10574,The Mask of Zorro,1998,136 min,adventure,6.8,188330.0,94095523.0
10575,Jungle Cruise,2021,127 min,adventure,6.6,195217.0,116987516.0
10576,The Book of Eli,2010,118 min,adventure,6.8,322870.0,94835059.0
10577,Master and Commander: The Far Side of the World,2003,138 min,adventure,7.4,225281.0,93927920.0
10578,Pirates of the Caribbean: On Stranger Tides,2011,136 min,adventure,6.6,534586.0,241063875.0
10579,A Bug's Life,1998,95 min,adventure,7.2,297525.0,162798565.0
10580,The Magnificent Seven,2016,132 min,adventure,6.8,215232.0,93432655.0
10581,Now You See Me 2,2016,129 min,adventure,6.4,296670.0,65075540.0
10582,The Twilight Saga: Breaking Dawn - Part 2,2012,115 min,adventure,5.5,252285.0,292298923.0
10583,Transformers: Age of Extinction,2014,165 min,adventure,5.6,317939.0,245439076.0
10584,Frozen II,2019,103 min,adventure,6.8,177207.0,477373578.0
10585,Pacific Rim,2013,131 min,adventure,6.9,507813.0,101802906.0
10586,Ice Age,2002,81 min,adventure,7.5,489767.0,176387405.0
10587,The Mummy: Tomb of the Dragon Emperor,2008,112 min,adventure,5.2,163838.0,102491776.0
10588,Highlander,1986,116 min,adventure,7.1,138674.0,5900000.0
10589,Bumblebee,2018,114 min,adventure,6.7,169911.0,127195589.0
10590,The Prince of Egypt,1998,99 min,adventure,7.2,135634.0,101217900.0
10591,The Great Wall,2016,103 min,adventure,5.9,138819.0,45540830.0
10592,The Abyss,1989,140 min,adventure,7.5,181469.0,54461047.0
10593,The Golden Compass,2007,113 min,adventure,6.1,191141.0,70107728.0
10594,The Little Mermaid,1989,83 min,adventure,7.6,268130.0,111543479.0
10595,Shrek the Third,2007,93 min,adventure,6.1,313409.0,320706665.0
10596,Everest,2015,121 min,adventure,7.1,221462.0,43482270.0
10597,Monty Python and the Holy Grail,1975,91 min,adventure,8.2,546115.0,1229197.0
10598,The Way Back,2010,133 min,adventure,7.3,118289.0,2701859.0
10599,Mission: Impossible III,2006,126 min,adventure,6.9,361899.0,134029801.0
10600,Back to the Future Part II,1989,108 min,adventure,7.8,540001.0,118500000.0
10601,Brave,2012,93 min,adventure,7.1,417815.0,237283207.0
10602,Peter Pan,2003,113 min,adventure,6.8,74739.0,48462608.0
10603,Van Helsing,2004,131 min,adventure,6.0,271049.0,120177084.0
10604,Batman Forever,1995,121 min,adventure,5.4,256293.0,184031112.0
10605,Battleship,2012,131 min,adventure,5.8,250485.0,65422625.0
10606,The Covenant,2006,97 min,adventure,5.1,50377.0,23292105.0
10607,Madagascar,2005,86 min,adventure,6.9,410935.0,193595521.0
10608,Hercules,2014,98 min,adventure,6.0,158532.0,72688614.0
10609,Princess Mononoke,1997,134 min,adventure,8.4,399478.0,2375308.0
10610,The Blues Brothers,1980,133 min,adventure,7.9,203510.0,57229890.0
10611,X-Men: Days of Future Past,2014,132 min,adventure,7.9,718367.0,233921534.0
10612,Pirates of the Caribbean: At World's End,2007,169 min,adventure,7.1,658765.0,309420425.0
10613,Bloodshot,2020,109 min,adventure,5.7,79793.0,12561824.0
10614,Big Fish,2003,125 min,adventure,8.0,444840.0,66257002.0
10615,It's a Mad Mad Mad Mad World,1963,210 min,adventure,7.5,43032.0,46300000.0
10616,Superman Returns,2006,154 min,adventure,6.1,285581.0,200081192.0
10617,Galaxy Quest,1999,102 min,adventure,7.4,166455.0,71583916.0
10618,The Chronicles of Riddick,2004,119 min,adventure,6.6,232250.0,57761012.0
10619,Big Hero 6,2014,102 min,adventure,7.8,468341.0,222527828.0
10620,Conan the Barbarian,1982,129 min,adventure,6.9,152794.0,39565475.0
10621,Robin Hood,2010,140 min,adventure,6.6,272839.0,105269730.0
10622,Excalibur,1981,140 min,adventure,7.3,63408.0,34967437.0
10623,Lilo & Stitch,2002,85 min,adventure,7.3,195303.0,145794338.0
10624,Fear and Loathing in Las Vegas,1998,118 min,adventure,7.5,287094.0,10680275.0
10625,Zoolander 2,2016,101 min,adventure,4.7,72028.0,28848693.0
10626,Sonic the Hedgehog,2020,99 min,adventure,6.5,143123.0,148974665.0
10627,Tron,1982,96 min,adventure,6.7,123755.0,33000000.0
10628,Spy Kids,2001,88 min,adventure,5.6,120052.0,112719001.0
10629,The Dark Tower,2017,95 min,adventure,5.6,140655.0,50701325.0
10630,Kung Fu Panda 3,2016,95 min,adventure,7.1,164650.0,143528619.0
10631,Austin Powers: The Spy Who Shagged Me,1999,95 min,adventure,6.6,237661.0,206040086.0
10632,The NeverEnding Story,1984,102 min,adventure,7.3,147797.0,20158808.0
10633,Apollo 13,1995,140 min,adventure,7.7,299665.0,173837933.0
10634,Adventures in Babysitting,1987,102 min,adventure,6.9,45743.0,34368475.0
10635,Planet of the Apes,2001,119 min,adventure,5.7,222070.0,180011740.0
10636,The Adventures of Tintin,2011,107 min,adventure,7.3,234158.0,77591831.0
10637,Commando,1985,90 min,adventure,6.7,164649.0,35100000.0
10638,Fool's Gold,2008,112 min,adventure,5.7,81312.0,70231041.0
10639,Terminator Genisys,2015,126 min,adventure,6.3,281561.0,89760956.0
10640,The Road Warrior,1981,96 min,adventure,7.6,183726.0,12465371.0
10641,Hellboy,2019,120 min,adventure,5.2,92367.0,21903748.0
10642,Robin Hood,2018,116 min,adventure,5.3,75540.0,30824628.0
10643,Spider-Man 2,2004,127 min,adventure,7.4,661539.0,373585825.0
10644,Atlantis: The Lost Empire,2001,95 min,adventure,6.9,123509.0,84052762.0
10645,Minions,2015,91 min,adventure,6.4,243192.0,336045770.0
10646,Big Trouble in Little China,1986,99 min,adventure,7.2,143980.0,11100000.0
10647,Shrek Forever After,2010,95 min,adventure,6.3,210377.0,238371987.0
10648,Mortal Engines,2018,128 min,adventure,6.1,129047.0,15951040.0
10649,The Great Escape,1963,172 min,adventure,8.2,246944.0,12100000.0
10650,Twister,1996,113 min,adventure,6.4,199936.0,241721524.0
10651,John Carter,2012,132 min,adventure,6.6,276296.0,73078100.0
10652,Tommy Boy,1995,97 min,adventure,7.1,90500.0,32700000.0
10653,Blood Diamond,2006,143 min,adventure,8.0,556666.0,57366262.0
10654,S.W.A.T.,2003,117 min,adventure,6.0,149620.0,116934650.0
10655,Pocahontas,1995,81 min,adventure,6.7,191194.0,141600000.0
10656,Point Break,2015,114 min,adventure,5.3,63917.0,28782481.0
10657,Asterix & Obelix: Mission Cleopatra,2002,107 min,adventure,6.6,54509.0,3115188.0
10658,Planet of the Apes,1968,112 min,adventure,8.0,182878.0,33395426.0
10659,Homeward Bound: The Incredible Journey,1993,84 min,adventure,6.9,47959.0,41833324.0
10660,The Living Daylights,1987,130 min,adventure,6.7,100823.0,51185897.0
10661,The Lost World: Jurassic Park,1997,129 min,adventure,6.5,423391.0,229086679.0
10662,Serenity,2005,119 min,adventure,7.8,298311.0,25514517.0
