,movie_name,year,runtime,genre,rating,votes,gross(in $)
7391,Nancy Drew,2007,99 min,crime,5.9,20823.0,25612520.0
7392,Dirty Mary Crazy Larry,1974,93 min,crime,6.6,7261.0,623295.0
7393,The Gauntlet,1977,109 min,crime,6.4,23920.0,35400000.0
7394,Things to Do in Denver When You're Dead,1995,115 min,crime,6.7,28410.0,529766.0
7395,Close-Up,1990,98 min,crime,8.2,20661.0,2670.0
7396,Party Monster,2003,98 min,crime,6.2,16571.0,728253.0
7397,The Replacement Killers,1998,87 min,crime,6.1,29542.0,18967571.0
7398,Blood Ties,2013,127 min,crime,6.5,20500.0,41229.0
7399,Firewall,2006,105 min,crime,5.8,58448.0,48751189.0
7400,The Grifters,1990,110 min,crime,6.9,28763.0,13446769.0
7401,Armed and Dangerous,1986,88 min,crime,5.7,12062.0,15945534.0
7402,The Crow: City of Angels,1996,84 min,crime,4.6,20768.0,17883659.0
7403,Betrayed,1988,127 min,crime,6.3,6614.0,25816139.0
7404,Death Warrant,1990,89 min,crime,5.7,19466.0,16853487.0
7405,Down by Law,1986,107 min,crime,7.7,52594.0,1436000.0
7406,Lions for Lambs,2007,92 min,crime,6.2,50923.0,15002854.0
7407,Mona Lisa,1986,104 min,crime,7.3,17316.0,5794184.0
7408,Hard Rain,1998,97 min,crime,5.9,36041.0,19819494.0
7409,Prizzi's Honor,1985,130 min,crime,6.7,25168.0,26700000.0
7410,Deep Cover,1992,107 min,crime,6.9,12451.0,16639799.0
7411,The Chase,1966,134 min,crime,7.1,12330.0,5000000.0
7412,The Private Life of Sherlock Holmes,1970,125 min,crime,7.0,12521.0,3300000.0
7413,Highwaymen,2004,80 min,crime,5.6,9051.0,367027.0
7414,Fortress,1992,95 min,crime,5.9,29412.0,6739141.0
7415,Diabolique,1955,117 min,crime,8.1,66772.0,1090000.0
7416,Captive,2015,97 min,crime,5.4,6997.0,2557668.0
7417,Dolemite,1975,90 min,crime,5.6,6482.0,239900.0
7418,88 Minutes,2007,108 min,crime,5.9,77012.0,16930884.0
7419,South Central,1992,98 min,crime,6.8,6285.0,1373196.0
7420,The Chase,1994,94 min,crime,5.8,21490.0,8009329.0
7421,The Shadow,1994,108 min,crime,6.0,25996.0,32055248.0
7422,Traces of Red,1992,105 min,crime,5.2,1755.0,3206713.0
7423,The Girl Who Kicked the Hornet's Nest,2009,147 min,crime,7.3,72683.0,5427684.0
7424,Mystery Train,1989,110 min,crime,7.5,29001.0,367879.0
7425,Balls of Fury,2007,90 min,crime,5.3,43248.0,32844290.0
7426,The Tribe,2014,126 min,crime,7.0,11426.0,150564.0
7427,Surviving the Game,1994,96 min,crime,6.2,12287.0,7727256.0
7428,Dead Man Down,2013,118 min,crime,6.4,68694.0,10880926.0
7429,The East,2013,116 min,crime,6.8,51076.0,2268296.0
7430,In Order of Disappearance,2014,116 min,crime,7.1,27788.0,49284.0
7431,Formula 51,2001,93 min,crime,6.3,49895.0,5204007.0
7432,Needful Things,1993,120 min,crime,6.2,25900.0,15185672.0
7433,New World,2013,135 min,crime,7.5,24587.0,457806.0
7434,Hoodlum,1997,130 min,crime,6.3,11777.0,23461013.0
7435,District B13,2004,84 min,crime,7.1,71391.0,1197786.0
7436,Master Z: The Ip Man Legacy,2018,107 min,crime,6.5,9049.0,6209454.0
7437,Nighthawks,1981,99 min,crime,6.3,20412.0,14905359.0
7438,The Crimson Rivers,2000,106 min,crime,6.9,63050.0,632548.0
7439,Gridlock'd,1997,91 min,crime,6.9,15976.0,5479037.0
7440,The Fanatic,2019,88 min,crime,4.1,11558.0,3153.0
7441,Le Cercle Rouge,1970,140 min,crime,7.9,26144.0,372229.0
7442,The Morning After,1986,103 min,crime,5.9,6921.0,25147055.0
7443,Drowning Mona,2000,96 min,crime,5.7,14951.0,15427192.0
7444,The Adventures of Ford Fairlane,1990,104 min,crime,6.4,18546.0,21413502.0
7445,The Dinner,2017,120 min,crime,4.5,8944.0,1322839.0
7446,The Package,1989,108 min,crime,6.4,10394.0,10647219.0
7447,Unstoppable,2018,116 min,crime,6.6,3687.0,98508.0
7448,Hollywood Homicide,2003,116 min,crime,5.3,38030.0,30013346.0
7449,Find Me Guilty,2006,125 min,crime,7.0,35060.0,1173673.0
7450,Prince of the City,1981,167 min,crime,7.4,8667.0,8124257.0
7451,Death Wish 3,1985,92 min,crime,5.8,16116.0,16116878.0
7452,Another 48 Hrs.,1990,95 min,crime,5.9,42655.0,80818974.0
7453,Nine Queens,2000,114 min,crime,7.9,54077.0,1221261.0
7454,City Hall,1996,111 min,crime,6.2,21299.0,20200000.0
7455,The Lookout,2007,99 min,crime,7.0,59376.0,4600585.0
7456,American Pastoral,2016,108 min,crime,6.1,17318.0,541457.0
7457,Badla,2019,118 min,crime,7.8,28912.0,1861000.0
7458,Saving Grace,2000,93 min,crime,6.9,18772.0,12115757.0
7459,The Mechanic,1972,100 min,crime,6.8,14603.0,7300000.0
7460,Massage Parlor Murders!,1973,80 min,crime,4.9,368.0,1045876.0
7461,The Interpreter,2005,128 min,crime,6.4,108574.0,72708161.0
7462,Adam's Apples,2005,94 min,crime,7.7,51811.0,1305.0
7463,Unlawful Entry,1992,111 min,crime,6.4,17681.0,57138719.0
7464,Ricochet,1991,102 min,crime,6.1,18966.0,21760000.0
7465,Pride and Glory,2008,130 min,crime,6.6,61819.0,15709385.0
7466,Showtime,2002,95 min,crime,5.5,63748.0,38082712.0
7467,The Invisible,2007,102 min,crime,6.1,35891.0,20568319.0
7468,The Hitcher,2007,84 min,crime,5.6,44014.0,16472961.0
7469,Ned Kelly,2003,110 min,crime,6.4,27421.0,74864.0
7470,Dark Angel,1990,91 min,crime,6.1,12806.0,4348368.0
7471,Middle Men,2009,105 min,crime,6.8,37908.0,723714.0
7472,Scoop,2006,96 min,crime,6.6,85433.0,10525717.0
7473,The Big Hit,1998,91 min,crime,6.0,30500.0,27052167.0
7474,Fletch Lives,1989,95 min,crime,6.1,22093.0,35150960.0
7475,Ted Bundy,2002,99 min,crime,5.8,7833.0,6073.0
7476,Brick Mansions,2014,90 min,crime,5.6,42980.0,20285518.0
7477,The Villainess,2017,124 min,crime,6.6,15350.0,27741.0
7478,Hard Times,1975,93 min,crime,7.2,11159.0,8720000.0
7479,Bullets Over Broadway,1994,98 min,crime,7.4,39715.0,13383737.0
7480,Clockers,1995,128 min,crime,6.9,22671.0,13040603.0
7481,The Comfort of Strangers,1990,107 min,crime,6.3,5687.0,1244381.0
7482,Suspect Zero,2004,99 min,crime,5.8,19993.0,8725813.0
7483,Cloak & Dagger,1984,101 min,crime,6.5,7853.0,9719000.0
7484,Lipstick,1976,89 min,crime,5.5,2486.0,8328666.0
7485,8 Women,2002,111 min,crime,7.0,33012.0,3076425.0
7486,The Cowboy Way,1994,102 min,crime,5.9,8587.0,20277185.0
7487,Whiteout,2009,101 min,crime,5.5,39426.0,10275638.0
7488,Our Kind of Traitor,2016,108 min,crime,6.2,22704.0,3152725.0
7489,Cheap Thrills,2013,88 min,crime,6.7,19633.0,59379.0
7490,Stakeout,1987,117 min,crime,6.7,27312.0,65673233.0
7491,Torment,1994,102 min,crime,7.0,5954.0,194223.0
7492,Kinjite: Forbidden Subjects,1989,97 min,crime,5.5,3504.0,3416846.0
7493,Reservation Road,2007,102 min,crime,6.6,24473.0,121994.0
7494,Romeo Is Bleeding,1993,110 min,crime,6.6,14427.0,3275585.0
7495,Cold in July,2014,109 min,crime,6.7,36418.0,414623.0
7496,Get Carter,2000,102 min,crime,5.1,35223.0,14967182.0
7497,Suicide Kings,1997,106 min,crime,6.9,28104.0,1692872.0
7498,Talvar,2015,132 min,crime,8.1,36079.0,342370.0
7499,One False Move,1992,105 min,crime,7.1,12344.0,1543112.0
7500,Gone in 60 Seconds,1974,98 min,crime,6.4,9325.0,469676.0
7501,Intermission,2003,105 min,crime,6.8,16058.0,896993.0
7502,Cradle 2 the Grave,2003,101 min,crime,5.8,45526.0,34712347.0
7503,The Disappearance of Alice Creed,2009,100 min,crime,6.7,26941.0,166980.0
7504,The Big Boss,1971,99 min,crime,6.9,27766.0,40000.0
7505,Raging Fire,2021,126 min,crime,6.5,5057.0,385305.0
7506,Two If by Sea,1996,96 min,crime,5.2,6082.0,10700000.0
7507,The Long Riders,1980,100 min,crime,6.9,11831.0,23000000.0
7508,The Skulls,2000,106 min,crime,5.6,32799.0,35046120.0
7509,Nick of Time,1995,90 min,crime,6.3,43516.0,8169363.0
7510,Never Goin' Back,2018,85 min,crime,6.0,3345.0,61271.0
7511,Shattered,1991,98 min,crime,6.5,10521.0,11511031.0
7512,Blue Steel,1990,102 min,crime,5.7,16051.0,8220000.0
7513,Hoodwinked Too! Hood vs. Evil,2011,86 min,crime,4.7,13374.0,10143779.0
7514,L.I.E.,2001,97 min,crime,7.1,10173.0,1141829.0
7515,Silent House,2011,86 min,crime,5.2,23311.0,12555230.0
7516,Black Moon Rising,1986,100 min,crime,5.5,6156.0,6637565.0
7517,Cutter's Way,1981,109 min,crime,6.8,6947.0,1729274.0
7518,Catch That Kid,2004,91 min,crime,5.2,10628.0,16702864.0
7519,The Great Muppet Caper,1981,97 min,crime,7.1,15859.0,31206251.0
7520,Death Wish 4: The Crackdown,1987,99 min,crime,5.4,10210.0,6880310.0
7521,Under Suspicion,1991,99 min,crime,6.4,4596.0,221295.0
7522,The Burning Plain,2008,107 min,crime,6.8,20517.0,200399.0
7523,Year of the Dragon,1985,134 min,crime,6.8,16492.0,18700000.0
7524,Once Upon a Time in Anatolia,2011,157 min,crime,7.8,47301.0,138730.0
7525,Prime Cut,1972,88 min,crime,6.7,5430.0,520493.0
7526,Murder at 1600,1997,107 min,crime,6.1,31584.0,25826788.0
7527,The Clan,2015,108 min,crime,6.9,13622.0,186255.0
7528,In Too Deep,1999,95 min,crime,6.2,6781.0,14003141.0
7529,The Informers,2008,98 min,crime,4.9,16993.0,300000.0
7530,Mickey Blue Eyes,1999,102 min,crime,5.9,37340.0,33864342.0
7531,Code of Silence,1985,101 min,crime,6.0,8457.0,20345261.0
7532,Black Widow,1987,102 min,crime,6.4,10248.0,25205460.0
7533,Next of Kin,1989,108 min,crime,5.8,12004.0,15942628.0
7534,Observe and Report,2009,86 min,crime,5.7,63844.0,23993605.0
7535,Easy Money,2010,124 min,crime,6.7,18945.0,188870.0
7536,The Man Who Knew Too Little,1997,94 min,crime,6.6,33159.0,13801755.0
7537,Raising Cain,1992,92 min,crime,6.0,16527.0,21370057.0
7538,The Baader Meinhof Complex,2008,150 min,crime,7.3,38658.0,476270.0
7539,Extreme Prejudice,1987,105 min,crime,6.6,7965.0,11307844.0
7540,Cheech and Chong's Next Movie,1980,99 min,crime,6.0,14411.0,41675194.0
7541,Mesrine: Public Enemy No. 1,2008,133 min,crime,7.4,30284.0,275125.0
7542,City by the Sea,2002,108 min,crime,6.1,25606.0,22433915.0
7543,Bulletproof,1996,84 min,crime,5.8,38974.0,21162420.0
7544,The Great Train Robbery,1978,110 min,crime,6.9,18424.0,13027857.0
7545,The Falcon and the Snowman,1985,131 min,crime,6.8,11997.0,17100000.0
7546,Tightrope,1984,114 min,crime,6.3,18181.0,48143579.0
7547,Gator,1976,115 min,crime,5.8,4592.0,11000000.0
7548,A Guide to Recognizing Your Saints,2006,100 min,crime,6.9,26091.0,516139.0
7549,Bitch Slap,2009,109 min,crime,4.5,13896.0,17365.0
7550,K-9,1989,101 min,crime,6.0,34346.0,43247647.0
7551,Rang De Basanti,2006,167 min,crime,8.1,119861.0,2197331.0
7552,Hoffa,1992,140 min,crime,6.6,23801.0,24276500.0
7553,Elevator to the Gallows,1958,91 min,crime,7.9,26552.0,109257.0
7554,Shoot to Kill,1988,110 min,crime,6.8,14142.0,29300090.0
7555,Sweet Sweetback's Baadasssss Song,1971,97 min,crime,5.5,5501.0,15180000.0
7556,Flawless,1999,112 min,crime,6.4,19133.0,4485485.0
7557,Auto Focus,2002,105 min,crime,6.6,14292.0,2062066.0
7558,Reform School Girls,1986,94 min,crime,5.3,2731.0,2510433.0
7559,Dorm Daze,2003,96 min,crime,4.6,7982.0,56127.0
7560,Heaven Knows What,2014,97 min,crime,6.8,8508.0,80015.0
7561,Appointment with Death,1988,102 min,crime,6.1,5276.0,960040.0
7562,Let's Go to Prison,2006,84 min,crime,5.9,25839.0,4613815.0
7563,Sudden Death,1995,111 min,crime,5.8,35318.0,20350171.0
7564,Desperate Measures,1998,100 min,crime,6.1,17152.0,13806137.0
7565,Blankman,1994,92 min,crime,5.0,10023.0,7892208.0
7566,Fort Apache the Bronx,1981,125 min,crime,6.7,6502.0,29200000.0
7567,Millions,2004,98 min,crime,6.8,25796.0,6583149.0
7568,Trade,2007,120 min,crime,7.3,17549.0,214202.0
7569,Bring Me the Head of Alfredo Garcia,1974,112 min,crime,7.4,20450.0,578596.0
7570,Dogman,2018,103 min,crime,7.2,27682.0,148225.0
7571,Made,2001,95 min,crime,6.3,18825.0,5308707.0
7572,The Glimmer Man,1996,91 min,crime,5.4,20521.0,20100000.0
7573,8 Heads in a Duffel Bag,1997,95 min,crime,5.4,10717.0,3559990.0
7574,Police Academy: Mission to Moscow,1994,83 min,crime,3.5,34620.0,126247.0
7575,King Cobra,2016,91 min,crime,5.6,9218.0,28505.0
7576,Freedomland,2006,113 min,crime,5.1,16605.0,12512886.0
7577,"OSS 117: Cairo, Nest of Spies",2006,99 min,crime,7.0,21638.0,302752.0
7578,Mad Money,2008,104 min,crime,5.8,22003.0,20668843.0
7579,Traitor,2008,114 min,crime,6.9,58199.0,23530831.0
7580,Gorky Park,1983,128 min,crime,6.7,14942.0,15900000.0
7581,Midnight Lace,1960,103 min,crime,6.7,5562.0,7400000.0
7582,Cecil B. Demented,2000,87 min,crime,6.2,16060.0,1284646.0
7583,Haider,2014,160 min,crime,8.0,55633.0,901610.0
7584,Extreme Job,2019,111 min,crime,7.0,11250.0,1565885.0
7585,Mean Machine,2001,99 min,crime,6.4,40263.0,92770.0
7586,Jason's Lyric,1994,119 min,crime,6.6,4367.0,20851521.0
7587,Thursday,1998,87 min,crime,7.1,18897.0,3121.0
7588,All About Lily Chou-Chou,2001,146 min,crime,7.5,9597.0,24846.0
7589,Deathtrap,1982,116 min,crime,7.0,13981.0,19282134.0
7590,Death Wish: The Face of Death,1994,95 min,crime,4.8,8119.0,1702394.0
7591,The Air I Breathe,2007,95 min,crime,6.7,34469.0,25775.0
7592,Twisted,2004,97 min,crime,5.3,22361.0,25195050.0
7593,"Farewell, My Lovely",1975,95 min,crime,7.0,8737.0,4360000.0
7594,Delhi Belly,2011,103 min,crime,7.5,30624.0,1531757.0
7595,Antitrust,2001,108 min,crime,6.1,29672.0,10965209.0
7596,That Darn Cat!,1965,116 min,crime,6.7,7270.0,28062222.0
7597,Little Woods,2018,105 min,crime,6.2,3606.0,150010.0
7598,The Yards,2000,115 min,crime,6.4,21970.0,882710.0
7599,Big Trouble,2002,85 min,crime,6.4,21083.0,7262288.0
7600,Infamous,2006,110 min,crime,7.1,17588.0,1150403.0
7601,Pawn Shop Chronicles,2013,112 min,crime,5.9,11587.0,4915.0
7602,Elite Squad 2: The Enemy Within,2010,115 min,crime,8.0,84071.0,100119.0
7603,Dhoom 2,2006,152 min,crime,6.5,27740.0,2643586.0
7604,The In-Laws,1979,103 min,crime,7.3,9048.0,38200000.0
7605,"Love, Honor and Obey",2000,103 min,crime,6.4,5534.0,1143.0
7606,The Dream Team,1989,113 min,crime,6.5,15684.0,28890240.0
7607,Red Rock West,1993,98 min,crime,7.0,23312.0,2502551.0
7608,Cannonball,1976,93 min,crime,5.5,4831.0,3270000.0
7609,Reno 911!: Miami,2007,84 min,crime,5.9,27489.0,20342161.0
7610,Cop Car,2015,88 min,crime,6.3,34165.0,128002.0
7611,Veronica Guerin,2003,98 min,crime,6.8,20912.0,1571504.0
7612,Trapped,2002,106 min,crime,6.1,24536.0,62536.0
7613,I Love You to Death,1990,97 min,crime,6.4,14860.0,16186793.0
7614,Deadfall,2012,95 min,crime,6.2,39881.0,65804.0
7615,Trash,2014,114 min,crime,7.1,22180.0,10230.0
7616,God Bless America,2011,105 min,crime,7.1,70714.0,122029.0
7617,Mr. Majestyk,1974,103 min,crime,6.7,9027.0,129800.0
7618,The Nut Job,2014,85 min,crime,5.7,29103.0,64251541.0
7619,Insomnia,1997,96 min,crime,7.2,14559.0,221173.0
7620,Gloria,1999,108 min,crime,5.1,5966.0,4155234.0
7621,Cassandra's Dream,2007,108 min,crime,6.6,52736.0,971561.0
7622,The Ref,1994,97 min,crime,6.9,25492.0,11439193.0
7623,Sightseers,2012,88 min,crime,6.5,29217.0,35722.0
7624,Paparazzi,2004,84 min,crime,5.7,15298.0,15712072.0
7625,Stolen,2012,96 min,crime,5.5,45511.0,304318.0
7626,Dead Men Don't Wear Plaid,1982,88 min,crime,6.8,22419.0,18197170.0
7627,Breaking and Entering,2006,120 min,crime,6.5,22716.0,928960.0
7628,Dirty Pretty Things,2002,97 min,crime,7.3,43044.0,8111360.0
7629,The Gingerbread Man,1998,114 min,crime,5.7,11347.0,1534569.0
7630,Lone Wolf McQuade,1983,107 min,crime,6.3,12901.0,12232628.0
7631,The Bride Wore Black,1968,107 min,crime,7.2,9596.0,545000.0
7632,A Thin Line Between Love and Hate,1996,108 min,crime,5.6,5101.0,34746109.0
7633,Nice Dreams,1981,88 min,crime,6.1,7765.0,33982504.0
7634,The Art of the Steal,2013,90 min,crime,6.3,25178.0,61446.0
7635,Consenting Adults,1992,99 min,crime,5.7,7963.0,21591728.0
7636,Collide,2016,99 min,crime,5.6,16633.0,2280004.0
7637,The Perfect Host,2010,93 min,crime,6.7,27455.0,48430.0
7638,Peyton Place,1957,157 min,crime,7.2,6201.0,25600000.0
7639,Lonely Hearts,2006,108 min,crime,6.4,21794.0,188565.0
7640,Tragedy Girls,2017,98 min,crime,6.0,10663.0,61899.0
7641,Undercover Blues,1993,90 min,crime,6.0,9604.0,12416686.0
7642,15 Minutes,2001,120 min,crime,6.1,50905.0,24403552.0
7643,Chi-Raq,2015,127 min,crime,5.9,10293.0,2647377.0
7644,Band of Outsiders,1964,95 min,crime,7.6,25748.0,37651.0
7645,Pathology,2008,95 min,crime,5.9,32691.0,108662.0
7646,The Public Enemy,1931,83 min,crime,7.6,21716.0,1011520.0
7647,Mortal Passions,1989,92 min,crime,4.5,393.0,1900000.0
7648,Max Keeble's Big Move,2001,86 min,crime,5.4,8317.0,17292381.0
7649,Rififi,1955,118 min,crime,8.1,35214.0,57226.0
7650,God's Pocket,2014,88 min,crime,6.1,11726.0,104401.0
7651,White Mischief,1987,107 min,crime,6.4,2877.0,3107551.0
7652,Fireworks,1997,103 min,crime,7.7,31364.0,233986.0
7653,Brubaker,1980,131 min,crime,7.1,18506.0,37121708.0
7654,Sharky's Machine,1981,122 min,crime,6.3,6333.0,35610100.0
7655,Leaves of Grass,2009,105 min,crime,6.4,27418.0,68009.0
7656,Paranoid Park,2007,85 min,crime,6.6,31095.0,486021.0
7657,Taxi 2,2000,88 min,crime,6.5,56741.0,729844.0
7658,Rampart,2011,108 min,crime,5.8,24519.0,969239.0
7659,Blind Fury,1989,86 min,crime,6.3,17682.0,2692037.0
7660,Knockin' on Heaven's Door,1997,87 min,crime,7.8,31496.0,3296.0
7661,They Call Me Mister Tibbs!,1970,108 min,crime,6.0,4047.0,5123000.0
7662,The Last Supper,1995,92 min,crime,6.7,15142.0,442965.0
7663,Conviction,2010,107 min,crime,7.2,44865.0,6783129.0
7664,Stockholm,2018,92 min,crime,6.1,13606.0,302085.0
7665,Pink,2016,136 min,crime,8.1,45996.0,1241223.0
7666,The Sicilian Clan,1969,122 min,crime,7.4,8472.0,3000000.0
7667,Ittefaq,2017,105 min,crime,7.2,13021.0,298032.0
7668,8 Million Ways to Die,1986,115 min,crime,5.7,5460.0,1305114.0
7669,Dom Hemingway,2013,93 min,crime,6.1,27045.0,518134.0
7670,Racer and the Jailbird,2017,130 min,crime,6.3,5240.0,46337.0
7671,The General,1998,124 min,crime,7.2,8933.0,1211865.0
7672,Feardotcom,2002,101 min,crime,3.4,21863.0,13208023.0
7673,Kings,2017,86 min,crime,5.1,3653.0,274635.0
7674,The Singing Detective,2003,109 min,crime,5.4,8717.0,336456.0
7675,Plump Fiction,1997,82 min,crime,2.7,3940.0,71145.0
7676,Cleopatra Jones,1973,89 min,crime,5.9,3262.0,2977024.0
7677,Man from Reno,2014,111 min,crime,6.7,1975.0,92918.0
7678,Johnny Handsome,1989,94 min,crime,6.1,10306.0,7237794.0
7679,Tough Guys,1986,104 min,crime,6.2,7507.0,21458229.0
7680,Robot & Frank,2012,89 min,crime,7.0,64673.0,3325638.0
7681,The Principal,1987,109 min,crime,6.3,10956.0,19734940.0
7682,No Mercy,1986,106 min,crime,5.7,7879.0,12303904.0
7683,The Last of the Finest,1990,106 min,crime,5.8,1505.0,1531489.0
7684,Quicksilver,1986,105 min,crime,5.7,4973.0,7634909.0
7685,Bad Santa 2,2016,92 min,crime,5.6,26880.0,17782178.0
7686,Lila dit ça,2004,89 min,crime,6.9,4955.0,121166.0
7687,The Sweeney,2012,112 min,crime,6.1,19955.0,26345.0
7688,Black Mama White Mama,1973,87 min,crime,5.5,3359.0,193700.0
7689,Absolutely Fabulous: The Movie,2016,91 min,crime,5.4,12775.0,4750497.0
7690,Rent-a-Cop,1987,96 min,crime,4.6,1910.0,295000.0
7691,The January Man,1989,97 min,crime,5.5,8761.0,4611062.0
7692,Innocent Blood,1992,112 min,crime,6.2,10463.0,4972818.0
7693,Vera Drake,2004,125 min,crime,7.7,25976.0,3753806.0
7694,Murph the Surf,1975,101 min,crime,6.1,220.0,60500.0
7695,The Blind Swordsman: Zatoichi,2003,116 min,crime,7.5,50156.0,853718.0
7696,Keeping Mum,2005,99 min,crime,6.8,35181.0,1618957.0
7697,The Negotiation,2018,114 min,crime,6.6,3513.0,109856.0
7698,Flashpoint,1984,93 min,crime,6.4,2775.0,3854833.0
7699,The Counterfeiters,2007,99 min,crime,7.5,46223.0,5484715.0
7700,Chained Heat,1983,95 min,crime,5.0,2484.0,6149583.0
7701,The Trial,2010,101 min,crime,5.6,1589.0,19246.0
7702,Wasabi,2001,94 min,crime,6.6,40988.0,81525.0
7703,Battle in Heaven,2005,98 min,crime,5.5,6473.0,70899.0
7704,The Hard Way,1991,111 min,crime,6.3,21336.0,25895485.0
7705,Detour,1945,66 min,crime,7.3,18145.0,16172.0
7706,Burke and Hare,2010,91 min,crime,6.1,20723.0,4833.0
7707,Birthday Girl,2001,93 min,crime,6.0,25815.0,4919896.0
7708,We're No Angels,1989,106 min,crime,6.1,23790.0,10555348.0
7709,Trail of the Pink Panther,1982,96 min,crime,4.8,10683.0,9056073.0
7710,Dabangg,2010,126 min,crime,6.2,33080.0,4632616.0
7711,French Connection II,1975,119 min,crime,6.7,19374.0,12484444.0
7712,One Night at McCool's,2001,93 min,crime,6.2,30810.0,6290673.0
7713,The Distinguished Gentleman,1992,112 min,crime,5.9,16373.0,46666502.0
7714,The Matador,2005,96 min,crime,6.7,45430.0,12594698.0
7715,The Dead Girl,2006,85 min,crime,6.6,15629.0,17311.0
7716,Dhoom 3,2013,172 min,crime,5.4,47183.0,8031955.0
7717,The Weight of Water,2000,114 min,crime,5.8,9732.0,102622.0
7718,The Krays,1990,115 min,crime,6.6,8725.0,2060847.0
7719,Better Luck Tomorrow,2002,101 min,crime,7.0,10063.0,3802390.0
7720,Cliff Walkers,2021,120 min,crime,6.6,2485.0,152972.0
7721,Maria Full of Grace,2004,101 min,crime,7.4,35439.0,6517198.0
7722,Lila & Eve,2015,94 min,crime,5.8,8728.0,37934.0
7723,The Quarry,2020,98 min,crime,5.5,3339.0,2114.0
7724,Tsotsi,2005,94 min,crime,7.2,28789.0,2912363.0
7725,Heaven,2002,97 min,crime,7.0,25951.0,774317.0
7726,Bones,2001,96 min,crime,4.4,7789.0,7307756.0
7727,Pandora's Box,1929,109 min,crime,7.8,11133.0,9950.0
7728,The New Kids,1985,110 min,crime,6.1,3555.0,199108.0
7729,Welcome to the Punch,2013,99 min,crime,6.1,33812.0,6787.0
7730,The Silence,2010,118 min,crime,7.0,7602.0,99654.0
7731,Dhoom,2004,129 min,crime,6.6,21019.0,245756.0
7732,Frozen River,2008,97 min,crime,7.1,25958.0,2508841.0
7733,Shakes the Clown,1991,87 min,crime,5.6,5361.0,115103.0
7734,Diva,1981,117 min,crime,7.1,13673.0,108372.0
7735,The Angels' Share,2012,101 min,crime,7.0,25890.0,304357.0
7736,The Day of the Beast,1995,99 min,crime,7.3,22340.0,15324.0
7737,Escobar: Paradise Lost,2014,120 min,crime,6.5,22671.0,106869.0
7738,Metro,1997,117 min,crime,5.5,28142.0,31987563.0
7739,The Son of No One,2011,90 min,crime,5.1,17382.0,28870.0
7740,Never Talk to Strangers,1995,86 min,crime,5.2,6982.0,6849998.0
7741,What's the Worst That Could Happen?,2001,94 min,crime,5.4,16126.0,32095318.0
7742,The First Power,1990,98 min,crime,5.7,4424.0,22424195.0
7743,Wise Guys,1986,100 min,crime,5.6,5997.0,8475466.0
7744,The Pope of Greenwich Village,1984,121 min,crime,6.6,9212.0,6139896.0
7745,Without a Clue,1988,107 min,crime,6.9,10643.0,8539181.0
7746,Miami Blues,1990,97 min,crime,6.4,9227.0,9888167.0
7747,52 Pick-Up,1986,110 min,crime,6.4,6383.0,5186646.0
7748,Omar,2013,98 min,crime,7.5,14691.0,356000.0
7749,Spartan,2004,106 min,crime,6.5,32347.0,4434432.0
7750,Mad City,1997,115 min,crime,6.3,20339.0,10556196.0
7751,Light Sleeper,1992,103 min,crime,6.8,8246.0,1050861.0
7752,The Mighty Quinn,1989,98 min,crime,6.0,5949.0,4557214.0
7753,Falcon Rising,2014,103 min,crime,5.7,8920.0,8691.0
7754,La Cérémonie,1995,111 min,crime,7.5,12605.0,76882.0
7755,Someone to Watch Over Me,1987,106 min,crime,6.1,10836.0,10278549.0
7756,Kansas,1988,110 min,crime,5.5,1217.0,2432536.0
7757,Uptown Saturday Night,1974,104 min,crime,6.6,2541.0,4574095.0
7758,Killerman,2019,112 min,crime,5.4,10788.0,276998.0
7759,Confidence,2003,97 min,crime,6.6,34709.0,12212417.0
7760,Bullhead,2011,129 min,crime,7.3,23682.0,151840.0
7761,Mobsters,1991,104 min,crime,5.9,9338.0,20246790.0
7762,The Mean Season,1985,103 min,crime,6.1,4493.0,4349446.0
7763,Mad Dog and Glory,1993,97 min,crime,6.2,22084.0,11081586.0
7764,Crypto,2019,105 min,crime,5.2,4408.0,10194.0
7765,Investigation of a Citizen Above Suspicion,1970,115 min,crime,8.0,12038.0,265470.0
7766,Flypaper,2011,87 min,crime,6.3,33320.0,1098.0
7767,Ernest & Celestine,2012,80 min,crime,7.8,21025.0,292562.0
7768,Steel,1997,97 min,crime,2.9,14310.0,1710972.0
7769,Messenger of Death,1988,91 min,crime,5.4,3044.0,3074681.0
7770,The Bedroom Window,1987,112 min,crime,6.4,6014.0,12640385.0
7771,That Was Then... This Is Now,1985,102 min,crime,6.1,2517.0,8630068.0
7772,Sugar Hill,1993,123 min,crime,5.8,4650.0,18272447.0
7773,Kiss of Death,1995,101 min,crime,5.9,19581.0,14942422.0
7774,Waist Deep,2006,97 min,crime,5.8,10217.0,21318194.0
7775,The Limits of Control,2009,116 min,crime,6.2,20734.0,425025.0
7776,Bless the Child,2000,107 min,crime,5.1,14884.0,29374178.0
7777,The Nile Hilton Incident,2017,111 min,crime,6.7,8541.0,81089.0
7778,The Thieves,2012,135 min,crime,6.8,10830.0,685839.0
7779,Murphy's Law,1986,100 min,crime,5.9,5868.0,9947631.0
7780,Gone Fishin',1997,94 min,crime,4.8,10239.0,19736932.0
7781,First Sunday,2008,96 min,crime,4.5,11140.0,37931869.0
